name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,gender,debt_to_income,income_per_exp,credit_category,loan_to_points,income_bracket,gender_encoded
Monica Gallagher,Brandonton,114012,499,24758,35,55.0,False,Female,0.21715258043013017,3167.0,Poor,442.10714285714283,100K-130K,0
James Cole,Marciaville,74587,431,7336,25,50.0,False,Male,0.09835494120959416,2868.730769230769,Poor,143.84313725490196,70K-100K,1
William Grant,Kariborough,44621,821,27305,32,65.0,True,Male,0.6119316017121983,1352.1515151515152,Excellent,413.7121212121212,40K-70K,1
Andrew Reeves,Stoneberg,68469,827,10160,20,85.0,True,Male,0.14838832172223926,3260.4285714285716,Excellent,118.13953488372093,40K-70K,1
Emily Long,Brittneyhaven,86985,821,35887,31,80.0,True,Female,0.41256538483646604,2718.28125,Excellent,443.04938271604937,70K-100K,0
Elizabeth Cabrera,Markville,50730,726,39253,19,60.0,True,Female,0.7737630593337276,2536.5,Good,643.4918032786885,40K-70K,0
Molly Watts,New Thomasshire,89470,533,48277,3,30.0,False,Female,0.5395886889460154,22367.5,Poor,1557.3225806451612,70K-100K,0
Carolyn Fuller,Hernandezbury,30425,332,38523,7,20.0,False,Female,1.266162695152013,3803.125,Poor,1834.4285714285713,<40K,0
Jeremy Barnes,Vaughnchester,124646,813,41073,30,90.0,True,Male,0.3295171926896972,4020.8387096774195,Excellent,451.35164835164835,100K-130K,1
Nancy Brown,New Jared,144799,632,44399,30,65.0,True,Female,0.3066250457530784,4670.935483870968,Fair,672.7121212121212,130K+,0
Emily Thompson,Amyview,124329,795,13600,15,90.0,True,Female,0.10938719043827265,7770.5625,Excellent,149.45054945054946,100K-130K,0
Edwin David,Kellieborough,64522,800,21777,30,80.0,True,Male,0.3375127863364434,2081.3548387096776,Excellent,268.85185185185185,40K-70K,1
Timothy Pope,Keithshire,95612,688,26856,22,70.0,True,Male,0.2808852445299753,4157.04347826087,Good,378.2535211267606,70K-100K,1
Regina Roberts,Stephanieland,129871,654,29991,16,70.0,True,Female,0.2309291527746764,7639.470588235294,Fair,422.40845070422534,100K-130K,0
Cindy Clayton,Sarahview,53416,440,8158,39,45.0,False,Female,0.15272577504867454,1335.4,Poor,177.34782608695653,40K-70K,0
Cynthia Williams,Lake Jesse,96542,402,28086,21,45.0,False,Female,0.2909200140871331,4388.272727272727,Poor,610.5652173913044,70K-100K,0
Ashlee Townsend,New Tiffanyburgh,149619,716,43787,30,75.0,True,Female,0.2926566813038451,4826.419354838709,Good,576.1447368421053,130K+,0
Curtis Maynard,Justinton,43947,391,43749,36,25.0,False,Male,0.9954945730083965,1187.7567567567567,Poor,1682.6538461538462,40K-70K,1
Parker Jefferson,East Robertburgh,144100,337,27017,31,55.0,False,Male,0.1874878556557946,4503.125,Poor,482.44642857142856,130K+,1
Paul Brennan,Nancytown,111959,605,38221,38,65.0,True,Male,0.34138389946319636,2870.74358974359,Fair,579.1060606060606,100K-130K,1
William Mitchell,Smallberg,69117,816,31672,17,75.0,True,Male,0.458237481372166,3839.8333333333335,Excellent,416.7368421052632,40K-70K,1
Brian Martin,Wongburgh,140319,314,49274,21,50.0,False,Male,0.3511570065351093,6378.136363636364,Poor,966.156862745098,130K+,1
Laura Todd,New Melissa,113748,715,29029,32,75.0,True,Female,0.25520448711186133,3446.909090909091,Good,381.9605263157895,100K-130K,0
James Davis,South Marcus,96540,554,1447,16,55.0,False,Male,0.014988605759270768,5678.823529411765,Poor,25.839285714285715,70K-100K,1
Jeremy Adams,Kevinshire,109818,311,18141,23,55.0,False,Male,0.16519149866142163,4575.75,Poor,323.94642857142856,100K-130K,1
Amy Wilson,Erikhaven,56071,618,46238,7,45.0,False,Female,0.8246330545201619,7008.875,Fair,1005.1739130434783,40K-70K,0
Teresa Richardson,East Susan,50032,789,11039,29,80.0,True,Female,0.22063879117364887,1667.7333333333333,Excellent,136.28395061728395,40K-70K,0
Lisa Perry,Toddborough,79009,553,45586,38,40.0,False,Female,0.5769722436684428,2025.871794871795,Poor,1111.8536585365853,70K-100K,0
Angela Griffin,Christianshire,129943,414,5047,35,60.0,True,Female,0.038840106816065506,3609.527777777778,Poor,82.73770491803279,100K-130K,0
Christina Herrera,West Melissa,51174,752,8617,13,80.0,True,Female,0.16838628991284638,3655.285714285714,Excellent,106.38271604938272,40K-70K,0
Katherine Nolan,Stokesmouth,100697,435,34636,26,50.0,False,Female,0.34396258081174214,3729.5185185185187,Poor,679.1372549019608,100K-130K,0
Anthony Ford,Jenniferfurt,132056,560,1197,13,60.0,True,Male,0.009064336342157872,9432.57142857143,Poor,19.62295081967213,130K+,1
Amber Cooper,New Virginialand,99514,783,3079,18,90.0,True,Female,0.030940370199167955,5237.578947368421,Excellent,33.83516483516483,70K-100K,0
Randy Cannon,Brooksfurt,30074,759,25739,24,60.0,True,Male,0.8558555562944736,1202.96,Excellent,421.95081967213116,<40K,1
Victor Baxter,Lake Michelle,108504,421,12696,34,55.0,False,Male,0.11700951117009512,3100.114285714286,Poor,226.71428571428572,100K-130K,1
Cameron Irwin,Port Andrewport,72487,774,45138,34,70.0,True,Male,0.6227047608536703,2071.057142857143,Excellent,635.7464788732394,70K-100K,1
James Hall,Reedview,94042,493,48515,7,35.0,False,Male,0.515886518789477,11755.25,Poor,1347.638888888889,70K-100K,1
Matthew Mendez,East Jamieville,32552,334,30257,38,25.0,False,Male,0.9294974195133939,834.6666666666666,Poor,1163.7307692307693,<40K,1
Shelby Sanchez,South Scottside,44662,522,4699,8,30.0,False,Female,0.10521248488648068,4962.444444444444,Poor,151.58064516129033,40K-70K,0
Donna Cabrera,Barbaramouth,77576,542,20776,9,40.0,False,Female,0.2678147880787873,7757.6,Poor,506.7317073170732,70K-100K,0
Ms. Jennifer Hill,Lake Erika,145175,807,4072,22,100.0,True,Female,0.02804890649216463,6311.95652173913,Excellent,40.31683168316832,130K+,0
Megan Floyd,Heatherchester,139008,452,20653,24,55.0,False,Female,0.14857418278084714,5560.32,Poor,368.80357142857144,130K+,0
Joshua Allen,West Meredith,135745,447,31344,3,45.0,False,Male,0.23090353235846625,33936.25,Poor,681.3913043478261,130K+,1
Tracy Grant,South John,70306,508,22644,5,35.0,False,Female,0.32207777430091317,11717.666666666666,Poor,629.0,70K-100K,0
Sarah Davis,North Joseph,61385,340,5769,12,50.0,False,Female,0.0939806141565529,4721.923076923077,Poor,113.11764705882354,40K-70K,0
Laurie Powers,South Jason,37592,640,20869,0,25.0,False,Female,0.5551447116407746,37592.0,Fair,802.6538461538462,<40K,0
Colton Figueroa,Rochaborough,61571,706,16684,35,65.0,True,Male,0.27097172370109307,1710.3055555555557,Good,252.78787878787878,40K-70K,1
Douglas Owens,Kylestad,145082,825,33589,29,95.0,True,Male,0.23151734880963867,4836.066666666667,Excellent,349.8854166666667,130K+,1
William Harrison,Robinstad,104364,620,28127,2,55.0,False,Male,0.26950864282702847,34788.0,Fair,502.26785714285717,100K-130K,1
Connie Thomas,Angelashire,40322,727,20345,9,45.0,False,Female,0.5045632657110263,4032.2,Good,442.2826086956522,40K-70K,0
David Hudson,South Andrea,41226,645,17864,31,40.0,False,Male,0.4333187794110513,1288.3125,Fair,435.7073170731707,40K-70K,1
Maria Henry,Lake Laura,125932,473,10172,34,60.0,True,Female,0.08077375091319125,3598.057142857143,Poor,166.75409836065575,100K-130K,0
Thomas Weaver DDS,New Arthurland,93699,349,1418,26,55.0,False,Male,0.015133565993233653,3470.3333333333335,Poor,25.321428571428573,70K-100K,1
Mark Jones,North Jeffery,136957,766,25458,3,80.0,True,Male,0.18588316040801128,34239.25,Excellent,314.2962962962963,130K+,1
Mary Jensen,Hopkinstown,39071,306,35879,35,25.0,False,Female,0.9183025773591666,1085.3055555555557,Poor,1379.9615384615386,<40K,0
Alan Bowen,Andrechester,129693,483,8013,6,55.0,False,Male,0.06178436769910481,18527.571428571428,Poor,143.08928571428572,100K-130K,1
Daisy Harvey,Lisaview,99822,706,6178,23,80.0,True,Female,0.061890164492797176,4159.25,Good,76.27160493827161,70K-100K,0
Judy Sanchez,West Gabriella,130379,382,43843,2,40.0,False,Female,0.3362734796247862,43459.666666666664,Poor,1069.341463414634,130K+,0
James Tran,Lake Albertburgh,46483,384,33758,27,25.0,False,Male,0.7262440031839598,1660.107142857143,Poor,1298.3846153846155,40K-70K,1
Erin Madden,New Samanthabury,46828,516,46369,36,25.0,False,Female,0.9901981720338259,1265.6216216216217,Poor,1783.423076923077,40K-70K,0
Anthony Jones,Rachelshire,116474,333,12754,20,55.0,False,Male,0.10950083280388756,5546.380952380952,Poor,227.75,100K-130K,1
Daniel Thomas,Hickmanport,92296,466,37959,15,40.0,False,Male,0.41127459478200573,5768.5,Poor,925.829268292683,70K-100K,1
Sarah Rhodes,Patrickberg,102063,380,33819,22,50.0,False,Female,0.33135416360483233,4437.521739130435,Poor,663.1176470588235,100K-130K,0
Jeffrey Roberson,Cassiefurt,51643,634,2941,40,65.0,True,Male,0.0569486668086672,1259.5853658536585,Fair,44.56060606060606,40K-70K,1
Willie Henry,Angelafurt,64741,742,13172,37,80.0,True,Male,0.20345685114533293,1703.7105263157894,Excellent,162.6172839506173,40K-70K,1
Angelica Montgomery,Lake Charles,99163,574,11107,24,50.0,False,Female,0.1120075027984228,3966.52,Poor,217.7843137254902,70K-100K,0
Madison Singh,Michaelland,144351,305,21202,28,55.0,False,Female,0.14687809575271388,4977.620689655172,Poor,378.60714285714283,130K+,0
Derrick Anderson,South Shane,109507,824,27741,6,85.0,True,Male,0.25332627137991176,15643.857142857143,Excellent,322.56976744186045,100K-130K,1
Hector Davis,Michelletown,85461,598,28119,24,60.0,True,Male,0.3290272755993962,3418.44,Fair,460.9672131147541,70K-100K,1
Misty Hansen,New Adriana,57760,689,12108,8,65.0,True,Female,0.20962603878116343,6417.777777777777,Good,183.45454545454547,40K-70K,0
Derrick Thomas,South Joshua,100686,606,32734,4,55.0,False,Male,0.32510974713465624,20137.2,Fair,584.5357142857143,100K-130K,1
Tony Le,Wheelerborough,128994,768,8010,8,90.0,True,Male,0.06209591143774129,14332.666666666666,Excellent,88.02197802197803,100K-130K,1
Travis Cook,Brockmouth,125673,750,22937,27,90.0,True,Male,0.18251334813364845,4488.321428571428,Excellent,252.05494505494505,100K-130K,1
Shannon Mccann,West Malik,120422,505,32392,20,50.0,False,Female,0.26898739432993973,5734.380952380952,Poor,635.1372549019608,100K-130K,0
James Flores,Faulknerbury,56365,633,25645,17,50.0,False,Male,0.4549809278807771,3131.3888888888887,Fair,502.84313725490193,40K-70K,1
Jenna Wilson,New Wendy,123447,484,45676,35,50.0,False,Female,0.37000494139185236,3429.0833333333335,Poor,895.6078431372549,100K-130K,0
Nicholas Hahn,South Lauren,70857,370,27813,31,40.0,False,Male,0.39252296879630805,2214.28125,Poor,678.3658536585366,70K-100K,1
Eric King,Lake Rodney,82296,686,5847,28,80.0,True,Male,0.07104841061533974,2837.793103448276,Good,72.18518518518519,70K-100K,1
Karen Morales DDS,Stephensstad,118039,849,39916,40,90.0,True,Female,0.33815942188598686,2879.0,Excellent,438.6373626373626,100K-130K,0
Ashley Wright,Gabrielton,115180,709,22731,27,80.0,True,Female,0.1973519708282688,4113.571428571428,Good,280.6296296296296,100K-130K,0
Brett Walker,South Neil,78944,774,45535,37,75.0,True,Male,0.5768012768544791,2077.4736842105262,Excellent,599.1447368421053,70K-100K,1
Brittany Cuevas,Garciachester,87422,387,8606,9,50.0,False,Female,0.09844203976115852,8742.2,Poor,168.7450980392157,70K-100K,0
Grant Mueller,Baileyville,147914,748,48316,28,85.0,True,Male,0.32664926916992304,5100.482758620689,Excellent,561.8139534883721,130K+,1
Eric Patrick,North Melindaville,97839,468,49528,15,40.0,False,Male,0.5062194012612558,6114.9375,Poor,1208.0,70K-100K,1
Kristen Rivera,Mullenbury,89177,714,42271,11,65.0,True,Female,0.4740123574464268,7431.416666666667,Good,640.469696969697,70K-100K,0
Matthew Foster,South Brittany,45860,698,1291,13,65.0,True,Male,0.028150894025294373,3275.714285714286,Good,19.560606060606062,40K-70K,1
Paul Stokes,New Cristianside,62493,491,24972,20,40.0,False,Male,0.39959675483654167,2975.8571428571427,Poor,609.0731707317074,40K-70K,1
Brian Lambert,Rosemouth,59451,697,41062,25,60.0,True,Male,0.6906864476627811,2286.576923076923,Good,673.1475409836065,40K-70K,1
Hannah Bruce,Port Emily,38392,604,41270,37,40.0,False,Female,1.0749635340695978,1010.3157894736842,Fair,1006.5853658536586,<40K,0
Cesar Wilson,Darylstad,74313,444,34477,24,35.0,False,Male,0.4639430516867843,2972.52,Poor,957.6944444444445,70K-100K,1
Chad Reyes,South Cynthia,32757,477,37366,10,25.0,False,Male,1.1407027505571328,2977.909090909091,Poor,1437.1538461538462,<40K,1
Charles Edwards MD,Port Michaeltown,107110,796,9947,12,95.0,True,Male,0.09286714592475026,8239.23076923077,Excellent,103.61458333333333,100K-130K,1
Tracey Wagner,Ortizfort,102603,725,47539,28,70.0,True,Female,0.46332953227488477,3538.0344827586205,Good,669.5633802816901,100K-130K,0
Bradley Johnson DDS,Antoniobury,60161,850,19918,10,80.0,True,Male,0.3310782732999784,5469.181818181818,Excellent,245.90123456790124,40K-70K,1
Krystal Barton,Dunnville,107128,416,18556,34,55.0,False,Female,0.17321335225151221,3060.8,Poor,331.35714285714283,100K-130K,0
Holly Carson,Port Jenniferside,58864,523,28862,6,30.0,False,Female,0.49031666213645014,8409.142857142857,Poor,931.0322580645161,40K-70K,0
Martha Wright,South Joseland,30942,749,8693,15,65.0,True,Female,0.280944993859479,1933.875,Excellent,131.71212121212122,<40K,0
Oscar Norris,Martinberg,39305,511,14562,3,20.0,False,Male,0.37048721536700163,9826.25,Poor,693.4285714285714,<40K,1
Kim Carlson,West Tiffany,122778,599,19961,36,70.0,True,Female,0.1625779862841877,3318.324324324324,Fair,281.14084507042253,100K-130K,0
Scott Duke,East Sydneychester,112719,360,19174,8,50.0,False,Male,0.17010441895332643,12524.333333333334,Poor,375.96078431372547,100K-130K,1
Brandi Thomas,Mariafurt,37716,801,10317,36,70.0,True,Female,0.27354438434616607,1019.3513513513514,Excellent,145.30985915492957,<40K,0
Lori Brooks,Lake Lauraland,60007,712,34791,17,60.0,True,Female,0.5797823587248154,3333.722222222222,Good,570.344262295082,40K-70K,0
Sherry Gibson,Murphytown,38834,395,48902,29,25.0,False,Female,1.2592573518051193,1294.4666666666667,Poor,1880.8461538461538,<40K,0
Melissa Horn,Robinsonchester,148675,516,33421,17,55.0,False,Female,0.22479233226837061,8259.722222222223,Poor,596.8035714285714,130K+,0
Drew Kelley,New Melissa,34117,651,45731,3,30.0,False,Male,1.340416801008295,8529.25,Fair,1475.1935483870968,<40K,1
Mark Copeland,North Sarahburgh,142674,751,30918,0,75.0,True,Male,0.21670381428991967,142674.0,Excellent,406.8157894736842,130K+,1
Jessica Forbes DVM,Erikview,73309,395,43899,23,35.0,False,Female,0.5988214271099046,3054.5416666666665,Poor,1219.4166666666667,70K-100K,0
Jacob Mckee,North Randy,39287,612,48578,14,40.0,False,Male,1.2364904421309848,2619.133333333333,Fair,1184.8292682926829,<40K,1
Brandon Davis,South Christian,97391,531,35042,28,45.0,False,Male,0.359807374398045,3358.310344827586,Poor,761.7826086956521,70K-100K,1
Michael Montoya,Bensonfort,61195,372,16004,24,40.0,False,Male,0.26152463436555273,2447.8,Poor,390.3414634146341,40K-70K,1
Robert Garcia,Nicoleberg,66500,691,9725,9,65.0,True,Male,0.1462406015037594,6650.0,Good,147.34848484848484,40K-70K,1
Justin Bishop,South Michael,117684,518,42161,9,45.0,False,Male,0.3582560076136093,11768.4,Poor,916.5434782608696,100K-130K,1
Lisa Ramos,North Peggy,93624,443,9071,37,55.0,False,Female,0.09688755020080321,2463.7894736842104,Poor,161.98214285714286,70K-100K,0
Heather Jordan,East Joshua,58080,386,17263,35,40.0,False,Female,0.2972279614325069,1613.3333333333333,Poor,421.0487804878049,40K-70K,0
Michelle Mitchell,Port Melanieport,100678,510,34931,38,50.0,False,Female,0.3469576272869942,2581.4871794871797,Poor,684.9215686274509,100K-130K,0
Nicole Phillips,Port Rachaelbury,47342,806,26289,7,60.0,True,Female,0.5552997338515483,5917.75,Excellent,430.9672131147541,40K-70K,0
Alexandria Ward,Davidshire,124811,730,24947,34,80.0,True,Female,0.1998782158623839,3566.0285714285715,Good,307.98765432098764,100K-130K,0
Pamela Best,North Brendatown,145655,568,15138,2,45.0,False,Female,0.10393052075108991,48551.666666666664,Poor,329.0869565217391,130K+,0
Tiffany Sanders,Courtneyhaven,104847,725,28759,25,75.0,True,Female,0.2742949249859319,4032.576923076923,Good,378.4078947368421,100K-130K,0
Joshua Jensen,Christopherland,105525,823,14316,9,90.0,True,Male,0.1356645344705046,10552.5,Excellent,157.3186813186813,100K-130K,1
Jeanette Walters,West Hollybury,91953,359,17022,5,45.0,False,Female,0.18511630941894228,15325.5,Poor,370.04347826086956,70K-100K,0
Audrey Salazar,West Elizabethburgh,61850,422,1830,8,45.0,False,Female,0.029587712206952305,6872.222222222223,Poor,39.78260869565217,40K-70K,0
Carla Benton,Garyberg,132841,575,49033,7,45.0,False,Female,0.36911044030081075,16605.125,Poor,1065.9347826086957,130K+,0
Alyssa Roman,Alexandriaview,91993,378,33515,29,45.0,False,Female,0.3643211983520485,3066.4333333333334,Poor,728.5869565217391,70K-100K,0
Amy Villarreal,West Eric,135840,405,38611,7,45.0,False,Female,0.28423881036513543,16980.0,Poor,839.3695652173913,130K+,0
Jordan Williams,East Brandonstad,83354,692,10835,11,75.0,True,Male,0.1299877630347674,6946.166666666667,Good,142.56578947368422,70K-100K,1
Shannon Tran,Walkerbury,54957,726,48204,20,60.0,True,Female,0.8771221136524919,2617.0,Good,790.2295081967213,40K-70K,0
Blake Watson,East Jeffreyhaven,42363,347,27275,4,15.0,False,Male,0.6438401435214692,8472.6,Poor,1704.6875,40K-70K,1
Sharon Ayala,Markside,42704,767,1522,23,75.0,True,Female,0.03564068939677782,1779.3333333333333,Excellent,20.026315789473685,40K-70K,0
Justin Torres,South Micheal,116374,805,13807,34,95.0,True,Male,0.11864333957756887,3324.9714285714285,Excellent,143.82291666666666,100K-130K,1
Danielle Smith,Johnsonside,86498,654,42677,0,40.0,False,Female,0.4933871303382737,86498.0,Fair,1040.9024390243903,70K-100K,0
April Sandoval,Daltonhaven,76438,543,28513,31,45.0,False,Female,0.37302127214212827,2388.6875,Poor,619.8478260869565,70K-100K,0
Valerie Thomas,Christopherbury,85519,832,28070,23,85.0,True,Female,0.32823115331096014,3563.2916666666665,Excellent,326.3953488372093,70K-100K,0
Paul Carpenter,Lake Lori,83883,376,39790,36,40.0,False,Male,0.47435117961923157,2267.108108108108,Poor,970.4878048780488,70K-100K,1
Matthew Anderson,Josemouth,91213,702,46922,20,65.0,True,Male,0.5144222862969094,4343.476190476191,Good,710.939393939394,70K-100K,1
Dillon Jones,East Kimberly,143224,411,11184,6,55.0,False,Male,0.07808747137351282,20460.571428571428,Poor,199.71428571428572,130K+,1
John Russell,Tamiborough,125561,762,21205,29,90.0,True,Male,0.16888205732671768,4185.366666666667,Excellent,233.02197802197801,100K-130K,1
Bryan Moore,Margaretton,37100,520,22482,9,20.0,False,Male,0.6059838274932614,3710.0,Poor,1070.5714285714287,<40K,1
David Kelly,Lake Kentburgh,118259,331,27502,28,55.0,False,Male,0.23255735292874116,4077.896551724138,Poor,491.10714285714283,100K-130K,1
Krista Davis,Port Lauraville,115649,312,5041,14,60.0,True,Female,0.04358879021867893,7709.933333333333,Poor,82.63934426229508,100K-130K,0
Rodney Watson,New Brendaland,114696,322,5225,12,60.0,True,Male,0.04555520680756086,8822.76923076923,Poor,85.65573770491804,100K-130K,1
Jill Anderson,Davidmouth,42899,351,12009,36,30.0,False,Female,0.27993659525863074,1159.4324324324325,Poor,387.38709677419354,40K-70K,0
Nathaniel Crawford,Vegaburgh,37944,662,15071,11,45.0,False,Male,0.39719059666877504,3162.0,Fair,327.6304347826087,<40K,1
Jeremy Hernandez,Lake Kenneth,82772,721,37089,30,65.0,True,Male,0.44808630937998356,2670.064516129032,Good,561.9545454545455,70K-100K,1
Douglas Taylor,Lake Nicole,125448,838,17328,40,95.0,True,Male,0.13812894585804478,3059.7073170731705,Excellent,180.5,100K-130K,1
